NAICS_CODE,PRIMARY_INDICATOR,SOURCE_OF_DATA,CODE_DESCRIPTION,PGM_SYS_ACRNM,REGISTRY_ID,LOCATION_ADDRESS,CITY_NAME,COUNTY_NAME,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NAME,POSTAL_CODE,EPA_REGION_CODE,INTEREST_STATUS_CODE,LOCATION_DESCRIPTION,STD_LOC_ADDRESS,STD_HOUSE_NUMBER,STD_STREET_NAME,STD_PREFIX,STD_SUFFIX,STD_STYPE_BEFORE,STD_STYPE_AFTER,STD_POSTAL_CODE,STD_STATE_CODE,STD_CITY_NAME,STD_COUNTY_NAME,STD_COUNTY_FIPS,LATITUDE,LONGITUDE,HDATUM_DESC,COLLECT_DESC,REF_POINT_DESC,SOURCE_DESC,SCALE,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110007075306,2600 BOULEVARD OF CHAMPIONS,SIOUX CITY,WOODBURY,19193,IA,IOWA,USA,51111,7,A,,2600 BOULEVARD OF CHAMPIONS,2600,BOULEVARD OF CHAMPIONS,,,,,51111,IA,SIOUX CITY,WOODBURY,19193,42.42184,-96.37449,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,TRI REPORTING FORM,MATERIALS RECOVERY FACILITIES.,TRIS,110031019742,3200 N HWY 99W,MCMINNVILLE,YAMHILL,41071,OR,OREGON,USA,97128,10,A,,,,,,,,,97128,OR,MCMINNVILLE,YAMHILL,41071,45.23063,-123.16448,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,TRI REPORTING FORM,MATERIALS RECOVERY FACILITIES.,TRIS,110031000020,807 GERDAU AMERISTEEL RD,JACKSON,MADISON,47113,TN,TENNESSEE,USA,38305,4,A,,807 GERDAU AMERISTEEL RD,807,GERDAU AMERISTEEL RD,,,,RD,38305,TN,JACKSON,MADISON,47113,35.724105,-88.817433,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,TRI REPORTING FORM,MATERIALS RECOVERY FACILITIES.,TRIS,110002037910,1658 COLD SPRING ROAD,SAUKVILLE,OZAUKEE,55089,WI,WISCONSIN,USA,53080-1647,5,A,,1658 COLD SPRINGS RD,1658,COLD SPRINGS RD,,,,RD,53080,WI,SAUKVILLE,OZAUKEE,55089,43.39694,-87.94966,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014273222,DENVER AVE,GRANTS PASS,JOSEPHINE,41033,OR,OREGON,USA,97526,10,A,AIRPORT GLUE WASTE DSPL SITE CREATED BY LOAD OF EPA FINDS IDS,DENVER AVE,,DENVER AVE,,,,AVE,97526,OR,GRANTS PASS,JOSEPHINE,41033,42.51433,-123.39459,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014270788,7TH ST,BAY CITY,TILLAMOOK,41057,OR,OREGON,USA,97107,10,A, ,7TH ST,,7TH ST,,,,ST,97107,OR,BAY CITY,TILLAMOOK,41057,45.5324,-123.8869,NAD83,ADDRESS MATCHING-OTHER,,,,,,,
562920,PRIMARY,FDM,MATERIALS RECOVERY FACILITIES.,FDM,110007476533,12875 60TH ST N,CLEARWATER,PINELLAS,12103,FL,FLORIDA,USA,337603960,4,A,,12875 60TH ST N,12875,60TH ST N,,,,ST,33760,FL,CLEARWATER,PINELLAS,12103,27.88925,-82.715653,NAD83,INTERPOLATION-PHOTO,CENTER OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110037703633,4N/25E/S2D,IRRIGON,MORROW,41049,OR,OREGON,USA,97844,10,A,,,,,,,,,97844,OR,IRRIGON,MORROW,41049,45.8532,-119.6385,NAD83,,,,,,,,
562920,SECONDARY,FDM,MATERIALS RECOVERY FACILITIES.,FDM,110024249767,7999 MERCANTILE ST UNIT 16,NORTH FORT MYERS,LEE,12071,FL,FLORIDA,USA,339172121,4,A,,7999 MERCANTILE ST,7999,MERCANTILE ST,,,,ST,33917,FL,NORTH FORT MYERS,LEE,12071,26.721056,-81.826306,NAD83,THE GEOGRAPHIC COORDINATE DETERMINATION METHOD BASED ON ADDRESS MATCHING,POINT WHERE WATER OR OTHER SUBSTANCE COULD BE DRAWN FROM ENVIRONMENT FOR DELIVERY TO A FACILITY OR DISTRIBUTION SYSTEM (SUBSTANCE DESTINATION COULD RANGE FROM A SINGLE RESIDENCE TO A LARGE FACILITY),,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014192391,E CAMPBELL ST,BAKER CITY,BAKER,41001,OR,OREGON,USA,97814,10,A, ,CAMPBELL ST,,CAMPBELL ST,,,,ST,97814,OR,BAKER CITY,BAKER,41001,44.782,-117.8067,NAD83,INTERPOLATION - DIGITAL MAP SRCE (TIGER),,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110018547483,3114 CULLMAN AVENUE,CHARLOTTE,MECKLENBURG,37119,NC,NORTH CAROLINA,USA,28206-2743,4,A,,3114 CULLMAN AVE,3114,CULLMAN AVE,,,,AVE,28206,NC,CHARLOTTE,MECKLENBURG,37119,35.24939,-80.80971,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110021331913,1271 REAMWOOD AVENUE,SUNNYVALE,SANTA CLARA,6085,CA,CALIFORNIA,USA,94089-2234,9,A,,1271 REAMWOOD AVE,1271,REAMWOOD AVE,,,,AVE,94089,CA,SUNNYVALE,SANTA CLARA,6085,37.40788,-121.98854,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110002862082,1690 SULLIAVAN AVENUE,DALY CITY,SAN MATEO,6081,CA,CALIFORNIA,USA,94015-1941,9,A,,1690 SULLIVAN AVE,1690,SULLIVAN AVE,,,,AVE,94015,CA,DALY CITY,SAN MATEO,6081,37.68626,-122.47222,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110037703937,9S/28E/S33,MONUMENT,GRANT,41023,OR,OREGON,USA,97864,10,A,,,,,,,,,97864,OR,MONUMENT,GRANT,41023,44.751,-119.3527,NAD83,,,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110001240194,1090 SUNSHINE ROAD,KANSAS CITY,WYANDOTTE,20209,KS,KANSAS,USA,66115-1125,7,A,,1090 SUNSHINE RD,1090,SUNSHINE RD,,,,RD,66115,KS,KANSAS CITY,WYANDOTTE,20209,39.14663,-94.634228,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110037706612,16S/12E/S31,BEND,DESCHUTES,41017,OR,OREGON,USA,97701,10,A,,,,,,,,,97701,OR,BEND,DESCHUTES,41017,44.1539,-121.3308,NAD83,,,,,,,,
562920,PRIMARY,TRI REPORTING FORM,MATERIALS RECOVERY FACILITIES.,TRIS,110002343232,315 WHATLEY ROAD,WHITE OAK,GREGG,48183,TX,TEXAS,USA,75693,6,A,,315 WHATLEY RD,315,WHATLEY RD,,,,RD,75693,TX,WHITE OAK,GREGG,48183,32.554063,-94.867273,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110014462036,1915 SOMERSVILLE ROAD,ANTIOCH,CONTRA COSTA,6013,CA,CALIFORNIA,USA,94509-2902,9,A,,1915 SOMERSVILLE RD,1915,SOMERSVILLE RD,,,,RD,94509,CA,ANTIOCH,CONTRA COSTA,6013,38.00651,-121.83428,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110010463998,BORREGAS ST & CARIBBEAN ST,SUNNYVALE,SANTA CLARA,6085,CA,CALIFORNIA,USA,94088,9,A,,1399 BORREGAS AVE,1399,BORREGAS AVE,,,,AVE,94089,CA,SUNNYVALE,SANTA CLARA,6085,37.41685,-122.01628,NAD83,ADDRESS MATCHING-NEAREST INTERSECTION,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014200417,ROUTE 2, BOX 97,ASTORIA,CLATSOP,41007,OR,OREGON,USA,97103,10,A, ,,,,,,,,97103,OR,ASTORIA,CLATSOP,41007,46.1689,-123.7538,NAD83,,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110037811115,AGNESS ST.,OREGON CITY,CLACKAMAS,41005,OR,OREGON,USA,97045,10,A,,AGNES AVE,,AGNES AVE,,,,AVE,97045,OR,OREGON CITY,CLACKAMAS,41005,45.3736,-122.5916,NAD83,,,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014194530,SUGAR LOAF RD,MYRTLE POINT,COOS,41011,OR,OREGON,USA,97458,10,A, ,SUGARLOAF LN,,SUGARLOAF LN,,,,LN,97458,OR,MYRTLE POINT,COOS,41011,43.0597,-124.101,NAD83,,,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014170413,5S/14E/S5CA,MAUPIN,WASCO,41065,OR,OREGON,USA,97037,10,A, ,,,,,,,,97037,OR,MAUPIN,WASCO,41065,45.1677,-121.0907,NAD83,INTERPOLATION - DIGITAL MAP SRCE (TIGER),,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110037704598,SEC 17, T41S, R43E,FIELDS,HARNEY,41025,OR,OREGON,USA,97710,10,A,,,,,,,,,97710,OR,FIELDS,HARNEY,41025,,,,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110043456970,2645 W FULTON,CHICAGO,COOK,17031,IL,ILLINOIS,USA,60612,5,A,,2645 W FULTON ST,2645,W FULTON ST,W,,,ST,60612,IL,CHICAGO,COOK,17031,41.8854,-87.69359,NAD83,INTERPOLATION-PHOTO,CENTER OF A FACILITY OR STATION,,12000,,,,
562920,UNKNOWN,MO-DNR,MATERIALS RECOVERY FACILITIES.,MO-DNR,110042457409,5316 HUNNING ROAD,HIGH RIDGE,JEFFERSON,29099,MO,MISSOURI,USA,63049-3012,7,A,,5316 HUNNING RD,5316,HUNNING RD,,,,RD,63049,MO,HIGH RIDGE,JEFFERSON,29099,38.45444,-90.52348,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110012421405,6098 MISSION STREET,DALY CITY,SAN MATEO,6081,CA,CALIFORNIA,USA,94014,9,A,,6098 STATE HIGHWAY 82,6098,STATE HIGHWAY 82,,,,,94014,CA,DALY CITY,SAN MATEO,6081,37.70727,-122.45718,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110002797689,2801 NORTH MADERA ROAD,SIMI VALLEY,VENTURA,6111,CA,CALIFORNIA,USA,93065-6208,9,A,,2801 N MADERA RD,2801,N MADERA RD,N,,,RD,93065,CA,SIMI VALLEY,VENTURA,6111,34.28581,-118.791555,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,ICIS,MATERIALS RECOVERY FACILITIES.,ICIS,110000397883,601 RILEY RD,EAST CHICAGO,LAKE,18089,IN,INDIANA,USA,46312,5,A,,601 RILEY RD,601,RILEY RD,,,,RD,46312,IN,EAST CHICAGO,LAKE,18089,41.648417,-87.482414,NAD83,,,,,,,,
562920,SECONDARY,TRI REPORTING FORM,MATERIALS RECOVERY FACILITIES.,TRIS,110002017932,192 PLAIN ST,NORTH ATTLEBORO,BRISTOL,25005,MA,MASSACHUSETTS,USA,27600000,1,A,,192 PLAIN ST,192,PLAIN ST,,,,ST,2760,MA,NORTH ATTLEBORO,BRISTOL,25005,42.007486,-71.292794,NAD83,,FACILITY CENTROID,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110000781716,4125 WEST VALLEY BOULEVARD,WALNUT,LOS ANGELES,6037,CA,CALIFORNIA,USA,91789-1405,9,A,,4125 VALLEY BLVD,4125,VALLEY BLVD,,,,BLVD,91789,CA,WALNUT,LOS ANGELES,6037,34.038555,-117.8237,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,RCRAINFO,MATERIALS RECOVERY FACILITIES.,RCRAINFO,110010045227,1312 16TH AVENUE EAST,PALMETTO,MANATEE,12081,FL,FLORIDA,USA,34221-4107,4,A,,1312 16TH AVE E,1312,16TH AVE E,,,,AVE,34221,FL,PALMETTO,MANATEE,12081,27.526357,-82.547105,NAD83,INTERPOLATION-PHOTO,CENTER OF A FACILITY OR STATION,,5000,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110001654861,800 EAGLE STREET,LONG CREEK,GRANT,41023,OR,OREGON,USA,97856,10,A,,EAGLE ST,,EAGLE ST,,,,ST,97856,OR,LONG CREEK,GRANT,41023,44.7164,-119.1069,NAD83,,,,,,,,
562920,PRIMARY,ICIS,MATERIALS RECOVERY FACILITIES.,NPDES,110000536135,2618 WEST PIONEER,OGDEN,WEBER,49057,UT,UTAH,USA,84404-8809,8,A,,2618 W PIONEER RD,2618,W PIONEER RD,W,,,RD,84404,UT,OGDEN,WEBER,49057,41.2712,-112.04219,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,NJ-NJEMS,MATERIALS RECOVERY FACILITIES.,NJ-NJEMS,110035794496,1709 ZINK PL,FAIR LAWN BORO,BERGEN,34003,NJ,NEW JERSEY,USA,07410-2020,2,A,,1709 ZINK PL,1709,ZINK PL,,,,PL,7410,NJ,FAIR LAWN,BERGEN,34003,40.922341,-74.116907,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,ICIS,MATERIALS RECOVERY FACILITIES.,ICIS,110004994677,5201 N.MIDDLEBOOK PIKE KNOXVIL,KNOXVILLE,KNOX,47093,TN,TENNESSEE,USA,37921-5942,4,A,,,,,,,,,37921,TN,KNOXVILLE,KNOX,47093,,,,,,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014192667,NE 5TH ST,ENTERPRISE,WALLOWA,41063,OR,OREGON,USA,97828,10,A, ,NE 5TH ST,,NE 5TH ST,NE,,,ST,97828,OR,ENTERPRISE,WALLOWA,41063,45.42543,-117.27131,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014274383,SEC 23 & 26, T24S, R8E,CRESCENT,KLAMATH,41035,OR,OREGON,USA,97733,10,A, ,,,,,,,,97733,OR,CRESCENT,KLAMATH,41035,43.4636,-121.7314,NAD83,,,,,,
562920,PRIMARY,TX-TCEQ ACR,MATERIALS RECOVERY FACILITIES.,TX-TCEQ ACR,110031315716,1117 S COMMERCE,RANGER,EASTLAND,48133,TX,TEXAS,USA,76470-2658,6,A,,1117 S COMMERCE ST,1117,S COMMERCE ST,S,,,ST,76470,TX,RANGER,EASTLAND,48133,32.452395,-98.691192,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,UNKNOWN,MO-DNR,MATERIALS RECOVERY FACILITIES.,MO-DNR,110042706569,605 EMPIRE,JEFFERSON CITY,COLE,29051,MO,MISSOURI,USA,65109-0018,7,A,,605 EMPIRE DR,605,EMPIRE DR,,,,DR,65109,MO,JEFFERSON CITY,COLE,29051,38.58225,-92.31009,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014268595,FULTON ST,UNION,UNION,41061,OR,OREGON,USA,97883,10,A, ,W FULTON ST,,W FULTON ST,W,,,ST,97883,OR,UNION,UNION,41061,45.2033,-117.855,NAD83,INTERPOLATION - DIGITAL MAP SRCE (TIGER),,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014262715,I-84 & EXIT 178, APPROX. 8 MILES WEST,HERMISTON,UMATILLA,41059,OR,OREGON,USA,97838,10,A,SIS INFORMATION,,,,,,,,97838,OR,HERMISTON,UMATILLA,41059,45.83611,-119.45,NAD83,INTERPOLATION - DIGITAL MAP SRCE (TIGER),OTHER,,100000,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110001316362,550 W LAUREL AVE,EUNICE,ST LANDRY,22097,LA,LOUISIANA,USA,70535,6,A,,550 W LAUREL AVE,550,W LAUREL AVE,W,,,AVE,70535,LA,EUNICE,SAINT LANDRY,22097,30.4949,-92.420467,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014145558,AGNESS ST,OREGON CITY,CLACKAMAS,41005,OR,OREGON,USA,97045,10,A, ,AGNES AVE,,AGNES AVE,,,,AVE,97045,OR,OREGON CITY,CLACKAMAS,41005,45.3702,-122.5928,NAD83,ADDRESS MATCHING-OTHER,,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110014202497,SMITH RD,ST HELENS,COLUMBIA,41009,OR,OREGON,USA,97051,10,A, ,SMITH RD,,SMITH RD,,,,RD,97051,OR,SAINT HELENS,COLUMBIA,41009,45.9067,-122.8785,NAD83,,,,,,,,
562920,SECONDARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110037791574,41S/10E/S15,MERRILL,KLAMATH,41035,OR,OREGON,USA,97633,10,A,,,,,,,,,97633,OR,MERRILL,KLAMATH,41035,42.0065,-121.6324,NAD83,,,,,,,,
562920,PRIMARY,OR-DEQ,MATERIALS RECOVERY FACILITIES.,OR-DEQ,110043792964,4761 SOUTH STAGE ROAD,JACKSONVILLE,JACKSON,41029,OR,OREGON,USA,97530,10,A,,,,,,,,,97530,OR,JACKSONVILLE,JACKSON,41029,42.30787,-122.95036,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110021280718,1152 TULLY ROAD,SAN JOSE,SANTA CLARA,6085,CA,CALIFORNIA,USA,95122-3050,9,A,,1152 TULLY RD,1152,TULLY RD,,,,RD,95122,CA,SAN JOSE,SANTA CLARA,6085,37.31531,-121.83612,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110021284689,404 W HARDER ROAD,HAYWARD,ALAMEDA,6001,CA,CALIFORNIA,USA,94544-2130,9,A,,404 W HARDER RD,404,W HARDER RD,W,,,RD,94544,CA,HAYWARD,ALAMEDA,6001,37.64761,-122.08736,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110001185244,2501 NORTH VENTURA ROAD,OXNARD,VENTURA,6111,CA,CALIFORNIA,USA,93036-2200,9,A,,2501 N VENTURA RD,2501,N VENTURA RD,N,,,RD,93036,CA,OXNARD,VENTURA,6111,34.22942,-119.19457,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110012694058,2290 HOMESTEAD ROAD,TEMPLETON,SAN LUIS OBISPO,6079,CA,CALIFORNIA,USA,93465-8442,9,A,,2290 HOMESTEAD RD,2290,HOMESTEAD RD,,,,RD,93465,CA,TEMPLETON,SAN LUIS OBISPO,6079,35.519621,-120.640709,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,EIS,MATERIALS RECOVERY FACILITIES.,EIS,110000352010,130-A FRONTAGE RD.,LEXINGTON,LEXINGTON,45063,SC,SOUTH CAROLINA,USA,29073-9141,4,A,,130 FRONTAGE RD,130,FRONTAGE RD,,,,RD,29073,SC,LEXINGTON,LEXINGTON,45063,33.973018,-81.197467,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110040512086,1500 STEEL ST,CHESAPEAKE,CHESAPEAKE,51550,VA,VIRGINIA,USA,233230000,3,A,,1500 STEEL ST,1500,STEEL ST,,,,ST,23323,VA,CHESAPEAKE,CHESAPEAKE CITY,51550,36.7643,-76.30889,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,AIR,MATERIALS RECOVERY FACILITIES.,AIR,110034186734,170 ENTERPRISE DRIVE,BRISTOL,HARTFORD,9003,CT,CONNECTICUT,USA,06010-7493,1,A,THE FACILITY CAN BE ACCESSED VIA THE  HIGHWAY,170 ENTERPRISE DR,170,ENTERPRISE DR,,,,DR,6010,CT,BRISTOL,HARTFORD,9003,41.64911,-72.91595,NAD83,INTERPOLATION-MAP,FACILITY CENTROID,,,,,,
562920,PRIMARY,AIR,MATERIALS RECOVERY FACILITIES.,AIR,110001781475,4605 RICHLYNN DRIVE,BELCAMP,HARFORD,24025,MD,MARYLAND,USA,21017-1227,3,A,,4605 RICHLYNN DR,4605,RICHLYNN DR,,,,DR,21017,MD,BELCAMP,HARFORD,24025,39.476782,-76.234586,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,AIR,MATERIALS RECOVERY FACILITIES.,AIR,110017973095,350 CRAZY HORSE CANYON ROAD,SALINAS,MONTEREY,6053,CA,CALIFORNIA,USA,93907-8420,9,A,,350 CRAZY HORSE CANYON RD,350,CRAZY HORSE CANYON RD,,,,RD,93907,CA,SALINAS,MONTEREY,6053,36.8026,-121.6186,NAD83,INTERPOLATION - DIGITAL MAP SRCE (TIGER),OTHER,,100000,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110001754842,1300 LINCOLN ST,WEST DES MOINES,POLK,19153,IA,IOWA,USA,50265,7,A,,1300 LINCOLN ST,1300,LINCOLN ST,,,,ST,50265,IA,WEST DES MOINES,POLK,19153,41.56642,-93.72166,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110009399908,2901 MAXWELL AVE,NEWPORT,WASHINGTON,27163,MN,MINNESOTA,USA,55055,5,A,,2901 MAXWELL AVE,2901,MAXWELL AVE,,,,AVE,55055,MN,NEWPORT,WASHINGTON,27163,44.88825,-93.00931,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,AIRS/AFS,MATERIALS RECOVERY FACILITIES.,AIRS/AFS,110035842700,14201 FULLERTON STREET,DETROIT,WAYNE,26163,MI,MICHIGAN,USA,48227-3156,5,A,,14201 FULLERTON ST,14201,FULLERTON ST,,,,ST,48227,MI,DETROIT,WAYNE,26163,42.38015,-83.18393,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,TX-TCEQ ACR,MATERIALS RECOVERY FACILITIES.,TX-TCEQ ACR,110034367708,6200 PROCTER EXT,PORT ARTHUR,JEFFERSON,48245,TX,TEXAS,USA,776420921,6,A,,6200 PROCTER EXT,6200,PROCTER EXT,,,,EXT,77642,TX,PORT ARTHUR,JEFFERSON,48245,29.92394,-93.88755,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,SECONDARY,TX-TCEQ ACR,MATERIALS RECOVERY FACILITIES.,TX-TCEQ ACR,110033793606,2138 COUNTRY LN,MCKINNEY,COLLIN,48085,TX,TEXAS,USA,750691240,6,A,,2138 COUNTRY LN,2138,COUNTRY LN,,,,LN,75069,TX,MCKINNEY,COLLIN,48085,33.16956,-96.59867,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,,,,
562920,PRIMARY,FDM,MATERIALS RECOVERY FACILITIES.,FDM,110005631352,4515 15TH ST E # B,BRADENTON,MANATEE,12081,FL,FLORIDA,USA,34203-3615,4,A,,4515 15TH ST E,4515,15TH ST E,,,,ST,34203,FL,BRADENTON,MANATEE,12081,27.45933,-82.545471,NAD83,INTERPOLATION-PHOTO,CENTER OF A FACILITY OR STATION,,5000,,,,
562920,SECONDARY,FDM,MATERIALS RECOVERY FACILITIES.,FDM,110001412819,13009 BEULAH ROAD,CANTONMENT,ESCAMBIA,12033,FL,FLORIDA,USA,32533-8831,4,A,,13009 BEULAH RD,13009,BEULAH RD,,,,RD,32533,FL,CANTONMENT,ESCAMBIA,12033,30.579059,-87.398582,NAD83,INTERPOLATION-PHOTO,CENTER OF A FACILITY OR STATION,,5000,,,,
562920,SECONDARY,FDM,MATERIALS RECOVERY FACILITIES.,FDM,110001411749,843 43RD STREET SOUTH,SAINT PETERSBURG,PINELLAS,12103,FL,FLORIDA,USA,33711-1922,4,A,,843 43RD ST S,843,43RD ST S,,,,ST,33711,FL,SAINT PETERSBURG,PINELLAS,12103,27.761639,-82.692198,NAD83,INTERPOLATION-PHOTO,CENTER OF A FACILITY OR STATION,,1013,,,,
